//Mario PAG
//assets\data\level1.dat Created by the gc10_editor

//miscellaneous game variables
back_color, 0, 111, 255
world, 0, 0, 10107, 768


//game object data
ground, 0, 588
mario, 340, 240
ground, 0, 636
ground, 47, 588
ground, 47, 636
ground, 94, 588
ground, 94, 636
ground, 141, 588
ground, 141, 636
ground, 188, 588
ground, 188, 636
ground, 235, 588
ground, 235, 636
ground, 282, 588
ground, 282, 636
ground, 329, 588
ground, 329, 636
ground, 376, 588
ground, 376, 636
ground, 423, 588
ground, 423, 636
ground, 470, 588
ground, 470, 636
ground, 517, 588
ground, 517, 636
ground, 564, 588
ground, 564, 636
ground, 611, 588
ground, 611, 636
ground, 658, 588
ground, 658, 636
ground, 705, 588
ground, 705, 636
ground, 752, 588
ground, 752, 636
ground, 799, 588
ground, 799, 636
ground, 846, 588
ground, 846, 636
ground, 893, 588
ground, 893, 636
ground, 940, 588
ground, 940, 636
ground, 987, 588
ground, 987, 636
ground, 1034, 588
ground, 1034, 636
ground, 1081, 588
ground, 1081, 636
ground, 1128, 588
ground, 1128, 636
ground, 1175, 588
ground, 1175, 636
ground, 1222, 588
ground, 1222, 636
ground, 1269, 588
ground, 1269, 636
ground, 1316, 588
ground, 1316, 636
ground, 1363, 588
ground, 1363, 636
ground, 1410, 588
ground, 1410, 636
ground, 1457, 588
ground, 1457, 636
ground, 1504, 588
ground, 1504, 636
ground, 1551, 588
ground, 1551, 636
ground, 1598, 588
ground, 1598, 636
ground, 1645, 588
ground, 1645, 636
ground, 1692, 588
ground, 1692, 636
ground, 1739, 588
ground, 1739, 636
ground, 1786, 588
ground, 1786, 636
ground, 1833, 588
ground, 1833, 636
ground, 1880, 588
ground, 1880, 636
ground, 1927, 588
ground, 1927, 636
ground, 1974, 588
ground, 1974, 636
ground, 2021, 588
ground, 2021, 636
ground, 2068, 588
ground, 2068, 636
ground, 2115, 588
ground, 2115, 636
ground, 2162, 588
ground, 2162, 636
ground, 2209, 588
ground, 2209, 636
ground, 2256, 588
ground, 2256, 636
ground, 2303, 588
ground, 2303, 636
ground, 2350, 588
ground, 2350, 636
ground, 2397, 588
ground, 2397, 636
ground, 2444, 588
ground, 2444, 636
ground, 2491, 588
ground, 2491, 636
ground, 2538, 588
ground, 2538, 636
ground, 2585, 588
ground, 2585, 636
ground, 2632, 588
ground, 2632, 636
ground, 2679, 588
ground, 2679, 636
ground, 2726, 588
ground, 2726, 636
ground, 2773, 588
ground, 2773, 636
ground, 2820, 588
ground, 2820, 636
ground, 2867, 588
ground, 2867, 636
ground, 2914, 588
ground, 2914, 636
ground, 2961, 588
ground, 2961, 636
ground, 3008, 588
ground, 3008, 636
ground, 3055, 588
ground, 3055, 636
ground, 3102, 588
ground, 3102, 636
ground, 3149, 588
ground, 3149, 636
ground, 3196, 588
ground, 3196, 636
ground, 3243, 588
ground, 3243, 636
ground, 3384, 588
ground, 3384, 636
ground, 3478, 588
ground, 3525, 588
ground, 3525, 636
ground, 3572, 588
ground, 3572, 636
ground, 3619, 588
ground, 3619, 636
ground, 3666, 588
ground, 3666, 636
ground, 3713, 588
ground, 3713, 636
ground, 3760, 588
ground, 3760, 636
ground, 3807, 588
ground, 3807, 636
ground, 3854, 588
ground, 3854, 636
ground, 3901, 588
ground, 3901, 636
ground, 3948, 588
ground, 3948, 636
ground, 3995, 588
ground, 3995, 636
ground, 4042, 588
ground, 4042, 636
ground, 4230, 588
ground, 4230, 636
ground, 4277, 588
ground, 4277, 636
ground, 4324, 588
ground, 4324, 636
ground, 4371, 588
ground, 4371, 636
ground, 4418, 588
ground, 4418, 636
ground, 4465, 588
ground, 4465, 636
ground, 4512, 588
ground, 4512, 636
ground, 4559, 588
ground, 4559, 636
ground, 4606, 588
ground, 4606, 636
ground, 4653, 588
ground, 4653, 636
ground, 4700, 588
ground, 4700, 636
ground, 4747, 588
ground, 4747, 636
ground, 4794, 588
ground, 4794, 636
ground, 4841, 588
ground, 4841, 636
ground, 4888, 588
ground, 4888, 636
ground, 4935, 588
ground, 4935, 636
ground, 4982, 588
ground, 4982, 636
ground, 5029, 588
ground, 5029, 636
ground, 5076, 588
ground, 5076, 636
ground, 5123, 588
ground, 5123, 636
ground, 5170, 588
ground, 5170, 636
ground, 5217, 588
ground, 5217, 636
ground, 5264, 588
ground, 5264, 636
ground, 5311, 588
ground, 5311, 636
ground, 5358, 588
ground, 5358, 636
ground, 5405, 588
ground, 5405, 636
ground, 5452, 588
ground, 5452, 636
ground, 5499, 588
ground, 5499, 636
ground, 5546, 588
ground, 5546, 636
ground, 5593, 588
ground, 5593, 636
ground, 5640, 588
ground, 5640, 636
ground, 5687, 588
ground, 5687, 636
ground, 5734, 588
ground, 5734, 636
ground, 5781, 588
ground, 5781, 636
ground, 5828, 588
ground, 5828, 636
ground, 5875, 588
ground, 5875, 636
ground, 5922, 588
ground, 5922, 636
ground, 5969, 588
ground, 5969, 636
ground, 6016, 588
ground, 6016, 636
ground, 6063, 588
ground, 6063, 636
ground, 6110, 588
ground, 6110, 636
ground, 6157, 588
ground, 6157, 636
ground, 6204, 588
ground, 6204, 636
ground, 6251, 588
ground, 6251, 636
ground, 6298, 588
ground, 6298, 636
ground, 6345, 588
ground, 6345, 636
ground, 6392, 588
ground, 6392, 636
ground, 6439, 588
ground, 6439, 636
ground, 6486, 588
ground, 6486, 636
ground, 6533, 588
ground, 6533, 636
ground, 6580, 588
ground, 6580, 636
ground, 6627, 588
ground, 6627, 636
ground, 6674, 588
ground, 6674, 636
ground, 6721, 588
ground, 6721, 636
ground, 6768, 588
ground, 6768, 636
ground, 6815, 588
ground, 6815, 636
ground, 6862, 588
ground, 6862, 636
ground, 6909, 588
ground, 6909, 636
ground, 6956, 588
ground, 6956, 636
ground, 7003, 588
ground, 7003, 636
ground, 7050, 588
ground, 7050, 636
ground, 7097, 588
ground, 7097, 636
ground, 7144, 588
ground, 7144, 636
ground, 7191, 588
ground, 7191, 636
ground, 7238, 588
ground, 7238, 636
ground, 7285, 588
ground, 7285, 636
ground, 7426, 588
ground, 7426, 636
ground, 7473, 588
ground, 7473, 636
ground, 7520, 588
ground, 7520, 636
ground, 7567, 588
ground, 7567, 636
ground, 7614, 588
ground, 7614, 636
ground, 7661, 588
ground, 7661, 636
ground, 7708, 588
ground, 7708, 636
ground, 7755, 588
ground, 7755, 636
ground, 7802, 588
ground, 7802, 636
ground, 7849, 588
ground, 7849, 636
ground, 7896, 588
ground, 7896, 636
ground, 7943, 588
ground, 7943, 636
ground, 7990, 588
ground, 7990, 636
ground, 8037, 588
ground, 8037, 636
ground, 8084, 588
ground, 8084, 636
ground, 8131, 588
ground, 8131, 636
ground, 8178, 588
ground, 8178, 636
ground, 8225, 588
ground, 8225, 636
ground, 8272, 588
ground, 8272, 636
ground, 8319, 588
ground, 8319, 636
ground, 8366, 588
ground, 8366, 636
ground, 8413, 588
ground, 8413, 636
ground, 8460, 588
ground, 8460, 636
ground, 8507, 588
ground, 8507, 636
ground, 8554, 588
ground, 8554, 636
ground, 8601, 588
ground, 8601, 636
ground, 8648, 636
ground, 8695, 588
ground, 8695, 636
ground, 8742, 588
ground, 8742, 636
ground, 8789, 588
ground, 8789, 636
ground, 8836, 588
ground, 8836, 636
ground, 8883, 588
ground, 8883, 636
ground, 8930, 588
ground, 8930, 636
ground, 8977, 588
ground, 8977, 636
ground, 9024, 588
ground, 9024, 636
ground, 9071, 588
ground, 9071, 636
ground, 9118, 588
ground, 9118, 636
ground, 9165, 588
ground, 9165, 636
ground, 9212, 588
ground, 9212, 636
ground, 9259, 588
ground, 9259, 636
ground, 9306, 588
ground, 9306, 636
ground, 9353, 588
ground, 9353, 636
ground, 9400, 588
ground, 9400, 636
ground, 9447, 588
ground, 9447, 636
ground, 9494, 588
ground, 9494, 636
ground, 9541, 588
ground, 9541, 636
ground, 9588, 588
ground, 9588, 636
ground, 9635, 588
ground, 9635, 636
ground, 9682, 588
ground, 9682, 636
ground, 9729, 588
ground, 9729, 636
ground, 9776, 588
ground, 9776, 636
ground, 9823, 588
ground, 9823, 636
big_hill, 0, 480
big_bush, 384, 539
small_hill, 572, 534
small_bush, 1067, 539
small_pipe, 1248, 492
medium_pipe, 1800, 441
big_pipe, 2134, 396
big_bush, 1920, 539
big_hill, 2160, 480
big_pipe, 2716, 396
big_bush, 2880, 539
small_hill, 3146, 534
ground, 3384, 589
ground, 3384, 637
ground, 3431, 589
ground, 3431, 637
